filename,width,height,class,xmin,ymin,xmax,ymax
G0_1.jpg,640,480,G0,239,285,342,377
G0_10.jpg,640,480,G0,379,284,464,384
G0_100.jpg,640,480,G0,179,298,277,397
G0_11.jpg,640,480,G0,216,241,307,331
G0_12.jpg,640,480,G0,219,238,309,310
G0_14.jpg,640,480,G0,204,234,293,333
G0_15.jpg,640,480,G0,195,234,295,320
G0_16.jpg,640,480,G0,200,233,303,321
G0_18.jpg,640,480,G0,210,225,310,310
G0_19.jpg,640,480,G0,164,238,258,316
G0_2.jpg,640,480,G0,288,276,384,359
G0_20.jpg,640,480,G0,215,238,314,313
G0_21.jpg,640,480,G0,97,223,202,325
G0_22.jpg,640,480,G0,223,225,320,319
G0_23.jpg,640,480,G0,131,217,229,304
G0_24.jpg,640,480,G0,191,251,294,339
G0_25.jpg,640,480,G0,190,247,304,342
G0_26.jpg,640,480,G0,66,216,178,320
G0_27.jpg,640,480,G0,229,211,332,308
G0_28.jpg,640,480,G0,186,213,292,304
G0_29.jpg,640,480,G0,119,214,223,309
G0_3.jpg,640,480,G0,252,284,348,378
G0_30.jpg,640,480,G0,192,222,289,311
G0_31.jpg,640,480,G0,137,290,222,373
G0_32.jpg,640,480,G0,177,289,262,368
G0_33.jpg,640,480,G0,163,285,247,370
G0_35.jpg,640,480,G0,154,289,239,371
G0_36.jpg,640,480,G0,174,270,259,352
G0_37.jpg,640,480,G0,181,268,272,353
G0_38.jpg,640,480,G0,172,268,254,346
G0_4.jpg,640,480,G0,262,292,360,384
G0_40.jpg,640,480,G0,174,277,270,370
G0_42.jpg,640,480,G0,186,189,274,279
G0_43.jpg,640,480,G0,192,263,292,347
G0_44.jpg,640,480,G0,206,261,301,352
G0_45.jpg,640,480,G0,199,252,300,339
G0_46.jpg,640,480,G0,154,249,255,339
G0_47.jpg,640,480,G0,167,246,263,341
G0_48.jpg,640,480,G0,163,236,258,329
G0_49.jpg,640,480,G0,140,246,220,332
G0_5.jpg,640,480,G0,239,291,350,389
G0_50.jpg,640,480,G0,157,235,250,324
G0_51.jpg,640,480,G0,139,221,226,311
G0_52.jpg,640,480,G0,168,239,258,315
G0_53.jpg,640,480,G0,144,232,229,306
G0_54.jpg,640,480,G0,184,247,269,317
G0_55.jpg,640,480,G0,204,254,296,330
G0_56.jpg,640,480,G0,147,238,238,319
G0_57.jpg,640,480,G0,114,241,212,317
G0_58.jpg,640,480,G0,150,246,238,322
G0_59.jpg,640,480,G0,170,247,266,328
G0_6.jpg,640,480,G0,309,298,406,393
G0_60.jpg,640,480,G0,123,234,235,316
G0_62.jpg,640,480,G0,164,274,250,341
G0_63.jpg,640,480,G0,106,278,190,349
G0_64.jpg,640,480,G0,92,277,175,346
G0_65.jpg,640,480,G0,99,277,191,349
G0_66.jpg,640,480,G0,290,272,360,314
G0_67.jpg,640,480,G0,227,269,312,322
G0_69.jpg,640,480,G0,123,273,205,347
G0_7.jpg,640,480,G0,341,279,455,401
G0_70.jpg,640,480,G0,105,280,179,345
G0_71.jpg,640,480,G0,119,262,212,347
G0_72.jpg,640,480,G0,152,257,241,350
G0_73.jpg,640,480,G0,131,262,208,346
G0_74.jpg,640,480,G0,182,267,264,343
G0_76.jpg,640,480,G0,158,270,240,356
G0_77.jpg,640,480,G0,112,274,193,344
G0_78.jpg,640,480,G0,172,263,252,325
G0_8.jpg,640,480,G0,338,276,438,378
G0_80.jpg,640,480,G0,148,258,239,342
G0_81.jpg,640,480,G0,233,259,308,325
G0_82.jpg,640,480,G0,199,263,276,328
G0_84.jpg,640,480,G0,271,267,349,338
G0_85.jpg,640,480,G0,247,257,327,327
G0_86.jpg,640,480,G0,246,262,322,334
G0_87.jpg,640,480,G0,238,261,317,333
G0_88.jpg,640,480,G0,222,259,303,332
G0_89.jpg,640,480,G0,211,260,282,317
G0_9.jpg,640,480,G0,363,284,453,384
G0_90.jpg,640,480,G0,191,257,274,325
G0_91.jpg,640,480,G0,171,307,255,405
G0_92.jpg,640,480,G0,233,303,315,397
G0_93.jpg,640,480,G0,167,304,260,399
G0_94.jpg,640,480,G0,184,307,277,391
G0_95.jpg,640,480,G0,209,309,316,397
G0_96.jpg,640,480,G0,208,312,302,404
G0_97.jpg,640,480,G0,193,311,285,393
G0_98.jpg,640,480,G0,161,298,256,390
G0_99.jpg,640,480,G0,138,304,237,393
G1_100.jpg,640,480,G1,248,293,354,415
G1_11.jpg,640,480,G1,185,231,307,341
G1_12.jpg,640,480,G1,164,249,298,361
G1_13.jpg,640,480,G1,143,221,278,342
G1_14.jpg,640,480,G1,170,222,301,348
G1_15.jpg,640,480,G1,164,228,280,355
G1_18.jpg,640,480,G1,148,232,285,358
G1_19.jpg,640,480,G1,147,216,267,345
G1_2.jpg,640,480,G1,205,273,308,396
G1_20.jpg,640,480,G1,167,221,280,344
G1_21.jpg,640,480,G1,82,212,213,336
G1_23.jpg,640,480,G1,105,218,232,341
G1_24.jpg,640,480,G1,163,234,281,346
G1_25.jpg,640,480,G1,148,231,262,335
G1_26.jpg,640,480,G1,104,217,229,341
G1_27.jpg,640,480,G1,162,219,301,343
G1_28.jpg,640,480,G1,99,217,201,341
G1_29.jpg,640,480,G1,87,213,212,337
G1_3.jpg,640,480,G1,237,291,339,423
G1_30.jpg,640,480,G1,154,257,276,361
G1_31.jpg,640,480,G1,224,284,329,393
G1_32.jpg,640,480,G1,197,278,310,392
G1_33.jpg,640,480,G1,202,276,317,394
G1_34.jpg,640,480,G1,261,302,356,407
G1_35.jpg,640,480,G1,239,298,342,410
G1_36.jpg,640,480,G1,194,289,304,404
G1_37.jpg,640,480,G1,167,292,279,411
G1_38.jpg,640,480,G1,170,297,269,406
G1_39.jpg,640,480,G1,207,286,309,400
G1_4.jpg,640,480,G1,236,296,345,414
G1_40.jpg,640,480,G1,223,289,343,408
G1_41.jpg,640,480,G1,147,249,244,393
G1_42.jpg,640,480,G1,131,260,229,390
G1_43.jpg,640,480,G1,174,262,285,387
G1_44.jpg,640,480,G1,173,264,280,384
G1_45.jpg,640,480,G1,107,262,225,396
G1_46.jpg,640,480,G1,143,253,243,379
G1_48.jpg,640,480,G1,159,256,255,380
G1_49.jpg,640,480,G1,202,264,302,387
G1_5.jpg,640,480,G1,239,283,347,405
G1_50.jpg,640,480,G1,102,263,214,387
G1_51.jpg,640,480,G1,170,240,280,364
G1_52.jpg,640,480,G1,149,242,260,370
G1_53.jpg,640,480,G1,174,245,304,371
G1_54.jpg,640,480,G1,157,240,302,371
G1_55.jpg,640,480,G1,154,242,274,370
G1_56.jpg,640,480,G1,136,236,259,362
G1_57.jpg,640,480,G1,146,237,266,365
G1_58.jpg,640,480,G1,134,248,253,367
G1_59.jpg,640,480,G1,121,256,238,374
G1_6.jpg,640,480,G1,252,278,366,406
G1_60.jpg,640,480,G1,142,241,250,379
G1_61.jpg,640,480,G1,157,256,269,403
G1_62.jpg,640,480,G1,110,305,234,436
G1_63.jpg,640,480,G1,220,273,339,401
G1_64.jpg,640,480,G1,144,262,258,395
G1_65.jpg,640,480,G1,304,276,399,396
G1_66.jpg,640,480,G1,102,266,209,402
G1_67.jpg,640,480,G1,316,292,406,414
G1_68.jpg,640,480,G1,118,295,223,417
G1_69.jpg,640,480,G1,139,300,248,431
G1_7.jpg,640,480,G1,231,277,349,397
G1_70.jpg,640,480,G1,318,317,413,435
G1_72.jpg,640,480,G1,134,251,236,362
G1_73.jpg,640,480,G1,89,224,189,347
G1_74.jpg,640,480,G1,153,220,271,338
G1_75.jpg,640,480,G1,100,252,202,379
G1_76.jpg,640,480,G1,182,254,270,366
G1_77.jpg,640,480,G1,123,253,219,362
G1_78.jpg,640,480,G1,159,252,258,369
G1_79.jpg,640,480,G1,115,245,224,363
G1_8.jpg,640,480,G1,223,288,333,418
G1_80.jpg,640,480,G1,156,249,277,372
G1_81.jpg,640,480,G1,196,236,293,354
G1_82.jpg,640,480,G1,128,237,247,353
G1_84.jpg,640,480,G1,220,238,309,335
G1_85.jpg,640,480,G1,239,234,328,346
G1_86.jpg,640,480,G1,165,235,258,344
G1_87.jpg,640,480,G1,208,237,267,350
G1_88.jpg,640,480,G1,228,243,317,336
G1_89.jpg,640,480,G1,183,238,277,346
G1_9.jpg,640,480,G1,200,276,341,413
G1_90.jpg,640,480,G1,170,234,270,349
G1_92.jpg,640,480,G1,198,268,303,425
G1_93.jpg,640,480,G1,183,285,289,436
G1_94.jpg,640,480,G1,200,289,342,435
G1_96.jpg,640,480,G1,173,284,295,433
G1_97.jpg,640,480,G1,181,287,296,417
G1_98.jpg,640,480,G1,267,292,362,422
G1_99.jpg,640,480,G1,158,283,264,420
G2_10.jpg,640,480,G2,334,244,447,373
G2_100.jpg,640,480,G2,251,270,371,414
G2_11.jpg,640,480,G2,152,214,255,334
G2_12.jpg,640,480,G2,149,226,256,350
G2_13.jpg,640,480,G2,180,233,302,352
G2_14.jpg,640,480,G2,142,217,274,357
G2_15.jpg,640,480,G2,180,239,295,350
G2_16.jpg,640,480,G2,163,224,278,336
G2_17.jpg,640,480,G2,223,231,313,343
G2_18.jpg,640,480,G2,105,225,232,339
G2_19.jpg,640,480,G2,159,244,259,345
G2_2.jpg,640,480,G2,226,241,356,381
G2_20.jpg,640,480,G2,137,224,253,339
G2_21.jpg,640,480,G2,98,211,221,355
G2_22.jpg,640,480,G2,79,212,204,365
G2_23.jpg,640,480,G2,89,210,223,369
G2_24.jpg,640,480,G2,131,208,253,359
G2_25.jpg,640,480,G2,149,223,289,370
G2_26.jpg,640,480,G2,167,253,296,377
G2_27.jpg,640,480,G2,121,214,273,370
G2_28.jpg,640,480,G2,77,205,213,346
G2_29.jpg,640,480,G2,129,215,251,348
G2_3.jpg,640,480,G2,267,238,395,383
G2_30.jpg,640,480,G2,165,204,280,345
G2_31.jpg,640,480,G2,176,257,284,385
G2_32.jpg,640,480,G2,202,270,312,398
G2_33.jpg,640,480,G2,207,262,304,375
G2_35.jpg,640,480,G2,250,287,349,388
G2_36.jpg,640,480,G2,169,280,269,389
G2_37.jpg,640,480,G2,194,263,291,374
G2_39.jpg,640,480,G2,177,279,284,401
G2_40.jpg,640,480,G2,232,274,352,392
G2_41.jpg,640,480,G2,165,247,266,377
G2_42.jpg,640,480,G2,191,266,314,399
G2_44.jpg,640,480,G2,125,261,237,399
G2_45.jpg,640,480,G2,175,256,299,398
G2_46.jpg,640,480,G2,147,260,275,377
G2_48.jpg,640,480,G2,142,265,261,377
G2_5.jpg,640,480,G2,253,224,382,370
G2_50.jpg,640,480,G2,202,253,307,397
G2_51.jpg,640,480,G2,128,241,246,374
G2_52.jpg,640,480,G2,158,256,282,390
G2_53.jpg,640,480,G2,154,236,271,365
G2_54.jpg,640,480,G2,165,238,269,372
G2_55.jpg,640,480,G2,180,238,280,367
G2_56.jpg,640,480,G2,165,241,270,371
G2_57.jpg,640,480,G2,145,243,272,380
G2_58.jpg,640,480,G2,106,250,243,388
G2_59.jpg,640,480,G2,139,246,274,382
G2_6.jpg,640,480,G2,221,221,336,370
G2_60.jpg,640,480,G2,166,246,264,384
G2_61.jpg,640,480,G2,77,249,226,379
G2_62.jpg,640,480,G2,142,248,246,376
G2_63.jpg,640,480,G2,123,232,231,368
G2_64.jpg,640,480,G2,201,243,332,367
G2_65.jpg,640,480,G2,237,296,358,410
G2_66.jpg,640,480,G2,103,247,231,372
G2_67.jpg,640,480,G2,215,268,356,406
G2_68.jpg,640,480,G2,170,235,286,366
G2_69.jpg,640,480,G2,102,247,234,381
G2_7.jpg,640,480,G2,197,228,322,356
G2_71.jpg,640,480,G2,102,228,212,364
G2_72.jpg,640,480,G2,178,225,280,352
G2_73.jpg,640,480,G2,193,225,290,348
G2_74.jpg,640,480,G2,139,229,244,354
G2_75.jpg,640,480,G2,136,223,245,356
G2_77.jpg,640,480,G2,134,233,226,346
G2_78.jpg,640,480,G2,139,228,241,361
G2_79.jpg,640,480,G2,188,231,288,357
G2_8.jpg,640,480,G2,217,227,335,362
G2_80.jpg,640,480,G2,126,224,247,358
G2_81.jpg,640,480,G2,176,241,297,366
G2_82.jpg,640,480,G2,174,242,282,362
G2_83.jpg,640,480,G2,168,243,265,346
G2_84.jpg,640,480,G2,147,246,259,361
G2_85.jpg,640,480,G2,144,247,245,359
G2_86.jpg,640,480,G2,174,242,281,355
G2_87.jpg,640,480,G2,242,237,365,358
G2_88.jpg,640,480,G2,190,244,289,344
G2_89.jpg,640,480,G2,148,238,255,352
G2_9.jpg,640,480,G2,241,232,351,371
G2_90.jpg,640,480,G2,155,242,251,359
G2_91.jpg,640,480,G2,182,277,299,413
G2_92.jpg,640,480,G2,243,284,350,416
G2_93.jpg,640,480,G2,186,284,305,416
G2_95.jpg,640,480,G2,190,288,294,417
G2_96.jpg,640,480,G2,259,293,376,423
G2_97.jpg,640,480,G2,265,304,386,432
G2_98.jpg,640,480,G2,231,283,353,425
G2_99.jpg,640,480,G2,188,265,317,401
G3_1.jpg,640,480,G3,267,268,412,400
G3_10.jpg,640,480,G3,210,221,345,352
G3_100.jpg,640,480,G3,271,266,418,414
G3_11.jpg,640,480,G3,177,214,304,356
G3_12.jpg,640,480,G3,162,218,305,335
G3_13.jpg,640,480,G3,181,209,304,360
G3_16.jpg,640,480,G3,186,213,325,349
G3_18.jpg,640,480,G3,189,220,356,349
G3_19.jpg,640,480,G3,190,216,297,353
G3_2.jpg,640,480,G3,292,221,450,361
G3_20.jpg,640,480,G3,157,205,275,345
G3_21.jpg,640,480,G3,99,193,222,339
G3_22.jpg,640,480,G3,140,224,272,361
G3_23.jpg,640,480,G3,111,198,248,348
G3_24.jpg,640,480,G3,197,211,336,361
G3_25.jpg,640,480,G3,178,218,299,352
G3_26.jpg,640,480,G3,53,195,245,340
G3_28.jpg,640,480,G3,188,194,310,327
G3_29.jpg,640,480,G3,83,204,222,330
G3_3.jpg,640,480,G3,256,236,401,397
G3_30.jpg,640,480,G3,67,203,220,335
G3_31.jpg,640,480,G3,209,282,316,383
G3_32.jpg,640,480,G3,191,293,288,393
G3_34.jpg,640,480,G3,192,290,293,388
G3_36.jpg,640,480,G3,184,287,296,403
G3_37.jpg,640,480,G3,210,291,315,400
G3_38.jpg,640,480,G3,247,293,334,408
G3_39.jpg,640,480,G3,260,299,369,419
G3_4.jpg,640,480,G3,255,239,365,374
G3_40.jpg,640,480,G3,219,287,313,409
G3_41.jpg,640,480,G3,198,271,309,408
G3_42.jpg,640,480,G3,167,260,282,393
G3_43.jpg,640,480,G3,193,277,305,398
G3_44.jpg,640,480,G3,189,271,293,391
G3_45.jpg,640,480,G3,193,273,294,403
G3_46.jpg,640,480,G3,177,269,292,392
G3_47.jpg,640,480,G3,161,260,276,393
G3_48.jpg,640,480,G3,167,260,280,381
G3_5.jpg,640,480,G3,264,248,390,380
G3_50.jpg,640,480,G3,175,271,288,389
G3_51.jpg,640,480,G3,130,245,243,360
G3_52.jpg,640,480,G3,97,265,228,385
G3_53.jpg,640,480,G3,133,244,259,366
G3_54.jpg,640,480,G3,196,247,312,383
G3_55.jpg,640,480,G3,210,252,337,385
G3_56.jpg,640,480,G3,191,244,315,377
G3_57.jpg,640,480,G3,150,241,288,370
G3_58.jpg,640,480,G3,152,238,273,361
G3_59.jpg,640,480,G3,111,237,233,367
G3_6.jpg,640,480,G3,294,239,432,374
G3_61.jpg,640,480,G3,149,207,297,356
G3_62.jpg,640,480,G3,274,247,419,424
G3_63.jpg,640,480,G3,182,208,303,330
G3_64.jpg,640,480,G3,170,204,293,336
G3_65.jpg,640,480,G3,255,240,392,374
G3_66.jpg,640,480,G3,242,249,377,382
G3_67.jpg,640,480,G3,169,214,305,342
G3_68.jpg,640,480,G3,166,221,285,338
G3_69.jpg,640,480,G3,289,271,407,408
G3_7.jpg,640,480,G3,332,237,458,364
G3_70.jpg,640,480,G3,254,236,373,355
G3_71.jpg,640,480,G3,96,228,203,338
G3_73.jpg,640,480,G3,137,232,228,318
G3_74.jpg,640,480,G3,137,227,236,326
G3_75.jpg,640,480,G3,134,230,254,337
G3_76.jpg,640,480,G3,100,239,218,341
G3_77.jpg,640,480,G3,178,240,277,345
G3_78.jpg,640,480,G3,124,220,236,354
G3_79.jpg,640,480,G3,171,231,298,346
G3_8.jpg,640,480,G3,250,230,375,350
G3_80.jpg,640,480,G3,89,217,209,344
G3_81.jpg,640,480,G3,168,242,278,338
G3_82.jpg,640,480,G3,133,258,251,362
G3_84.jpg,640,480,G3,143,239,234,344
G3_85.jpg,640,480,G3,177,247,271,338
G3_86.jpg,640,480,G3,211,249,313,346
G3_87.jpg,640,480,G3,212,250,307,340
G3_88.jpg,640,480,G3,194,240,289,332
G3_89.jpg,640,480,G3,236,248,336,357
G3_9.jpg,640,480,G3,274,221,390,358
G3_90.jpg,640,480,G3,171,238,283,339
G3_91.jpg,640,480,G3,270,273,381,415
G3_92.jpg,640,480,G3,229,272,342,409
G3_93.jpg,640,480,G3,216,290,347,402
G3_94.jpg,640,480,G3,291,294,442,428
G3_95.jpg,640,480,G3,267,297,396,415
G3_96.jpg,640,480,G3,192,284,334,404
G3_97.jpg,640,480,G3,232,283,345,403
G3_98.jpg,640,480,G3,278,285,407,423
G3_99.jpg,640,480,G3,177,279,323,408
G4_1.jpg,640,480,G4,197,255,332,391
G4_10.jpg,640,480,G4,291,237,404,364
G4_100.jpg,640,480,G4,183,273,304,399
G4_11.jpg,640,480,G4,153,194,282,334
G4_12.jpg,640,480,G4,56,190,226,320
G4_13.jpg,640,480,G4,157,196,272,336
G4_14.jpg,640,480,G4,157,204,288,332
G4_15.jpg,640,480,G4,154,201,294,332
G4_16.jpg,640,480,G4,150,203,278,329
G4_17.jpg,640,480,G4,142,197,268,313
G4_18.jpg,640,480,G4,149,197,274,334
G4_19.jpg,640,480,G4,94,195,239,357
G4_2.jpg,640,480,G4,258,249,387,372
G4_20.jpg,640,480,G4,66,204,237,365
G4_21.jpg,640,480,G4,48,209,234,349
G4_22.jpg,640,480,G4,158,227,296,358
G4_24.jpg,640,480,G4,135,218,289,358
G4_25.jpg,640,480,G4,98,212,260,348
G4_26.jpg,640,480,G4,28,194,191,355
G4_27.jpg,640,480,G4,74,184,222,337
G4_29.jpg,640,480,G4,203,209,318,349
G4_3.jpg,640,480,G4,239,233,380,375
G4_30.jpg,640,480,G4,97,209,210,344
G4_31.jpg,640,480,G4,185,260,311,401
G4_32.jpg,640,480,G4,215,262,340,399
G4_33.jpg,640,480,G4,241,270,355,389
G4_34.jpg,640,480,G4,158,254,301,382
G4_35.jpg,640,480,G4,197,255,306,373
G4_36.jpg,640,480,G4,233,260,368,379
G4_37.jpg,640,480,G4,214,252,308,346
G4_38.jpg,640,480,G4,249,270,353,387
G4_39.jpg,640,480,G4,194,264,308,367
G4_4.jpg,640,480,G4,242,259,399,406
G4_41.jpg,640,480,G4,183,232,300,358
G4_43.jpg,640,480,G4,203,225,352,354
G4_44.jpg,640,480,G4,148,236,283,362
G4_45.jpg,640,480,G4,137,225,259,351
G4_46.jpg,640,480,G4,116,244,264,388
G4_47.jpg,640,480,G4,197,235,358,365
